Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume
1647270000000,39101.00,39133.30,38805.00,38940.90,13170.888,513338010.25535,134996,6638.448,258749430.72700
1647273600000,38939.30,39035.00,38780.50,38824.30,9408.803,366094517.54278,100153,4858.240,189070887.87324
1647277200000,38824.20,38837.30,38550.00,38727.70,17117.627,662477526.30285,139202,8572.375,331820806.18411
1647280800000,38727.80,38777.80,38400.00,38665.40,17995.094,694373116.20503,137175,8801.751,339698406.01795
1647284400000,38665.50,38858.50,38598.20,38795.00,12624.187,488841011.95238,94250,6209.592,240491517.38474
1647288000000,38795.00,38927.00,38680.00,38710.00,9408.246,365171530.64806,72091,4531.104,175903913.02500
1647291600000,38710.00,38768.70,38579.90,38713.80,5326.130,206058518.13311,52293,2724.915,105431874.58602
1647295200000,38713.70,39989.00,38657.30,39312.00,33778.645,1328126879.29253,303369,19678.717,773710135.74198
1647298800000,39312.10,39776.70,39312.00,39653.80,18922.102,748973772.64483,175775,9679.717,383147616.17619
1647302400000,39651.60,39800.00,39359.10,39564.90,13493.634,533721273.20341,125958,6425.549,254211570.61492
1647306000000,39564.90,39590.00,38756.10,38814.30,24602.160,960371607.25096,209991,10697.219,417508413.62926
1647309600000,38814.20,39099.90,38786.20,38969.10,11766.062,458266418.54298,94149,6264.435,243973861.25918
1647313200000,38969.10,39020.00,38597.90,38746.50,10275.009,398381402.29897,92533,4327.321,167781642.72026
1647316800000,38746.40,38850.00,38679.30,38768.20,5205.157,201798407.90682,55678,2819.159,109299526.04002
1647320400000,38768.10,38825.60,38670.10,38740.10,4969.800,192532572.02666,54970,2563.093,99304330.25062
1647324000000,38740.20,39000.00,38707.10,38752.90,8493.359,329750552.42852,78649,4670.921,181370785.33491
1647327600000,38753.00,38759.40,38073.80,38428.00,24658.666,946548202.86409,241734,11472.738,440232240.62098
1647331200000,38428.10,38470.80,38236.60,38347.90,9351.053,358775543.97196,91219,4705.109,180538397.26094
1647334800000,38348.00,38684.00,38269.20,38571.20,14707.714,566256367.39470,131775,7723.411,297424716.54948
1647338400000,38571.20,38738.00,38532.40,38647.70,9349.065,361128460.05024,89196,4955.262,191435526.85216
1647342000000,38647.70,38788.00,38582.80,38630.50,8817.837,340998259.36776,76461,4652.498,179934596.14222
1647345600000,38630.50,38933.70,38557.00,38838.00,13765.542,533720860.19453,124869,7452.254,289011320.87603
1647349200000,38838.00,38912.10,38437.00,38709.70,18592.931,719099594.13506,171523,8781.837,339705199.97197
1647352800000,38709.60,39197.90,38645.40,39012.50,27961.692,1089309142.72275,246274,14843.648,578384903.92240
1647356400000,39012.40,39250.00,38910.00,39000.80,19617.028,766566349.34963,177556,9456.361,369619829.80155
1647360000000,39000.80,39433.00,38910.00,39151.20,20185.757,790299546.78443,177491,10763.432,421513781.55700
1647363600000,39151.20,39344.70,39056.90,39277.10,9249.750,362365286.25196,92977,4804.336,188266438.11392
1647367200000,39277.20,39538.00,39161.70,39387.20,10582.411,415861719.55176,101962,6100.455,239848249.63861
1647370800000,39387.10,39799.90,39376.20,39730.70,25314.687,1003295213.57383,232557,13598.851,538985004.90311
1647374400000,39730.70,39884.70,39366.00,39425.90,18360.482,726723827.32948,178092,8725.134,345561565.77255
1647378000000,39426.00,39650.00,39262.00,39642.80,12725.764,502223539.24502,128885,6754.915,266678727.28229
1647381600000,39643.00,39901.80,39380.00,39458.30,12522.885,495821533.91154,125296,6318.739,250234559.96062
1647385200000,39458.30,39539.50,39209.80,39271.00,10450.798,411129014.09691,98358,5082.135,199969457.31122
1647388800000,39270.90,39419.10,39102.00,39159.50,13378.978,525132009.75228,107200,6196.906,243301141.55239
1647392400000,39159.50,39640.00,39060.00,39501.70,14677.947,577630296.17025,128946,8276.543,325851145.20395
1647396000000,39501.60,41804.00,39458.50,40867.80,73520.426,3012590536.91719,762734,39889.736,1633127935.75437
1647399600000,40867.70,40950.50,38700.00,39137.90,62184.525,2459210942.05686,587176,28515.170,1127233520.31232
1647403200000,39137.90,39199.00,38900.20,39090.60,15070.538,588775181.43126,146181,7699.780,300849599.24618
1647406800000,39091.60,39417.30,38954.90,39298.60,14232.215,557538403.21494,128622,7408.837,290338781.64037
1647410400000,39298.60,39598.60,39236.70,39561.10,12860.779,506934348.04351,123691,6818.955,268844753.98588
1647414000000,39561.20,39659.90,39313.70,39561.00,15255.596,602415431.98701,126611,8122.954,320854206.21295
1647417600000,39560.90,40500.00,39538.00,40289.00,38015.551,1521843474.78608,354134,20078.092,803771241.34074
1647421200000,40289.00,40760.00,40209.00,40488.20,24262.878,980802315.27862,244412,12284.177,496737082.46000
1647424800000,40488.90,40672.00,40120.00,40293.90,16157.234,652826488.75012,169384,7615.732,307798053.76304
1647428400000,40294.00,40680.10,40200.10,40492.80,14969.274,605601582.78900,154136,7909.662,320037865.75801
1647432000000,40492.90,40660.00,40320.70,40342.90,11945.137,483507887.49641,134696,5711.997,231264585.94405
1647435600000,40342.90,40613.50,40232.30,40612.80,16531.281,668264753.28145,173090,8622.363,348638787.29043
1647439200000,40612.80,41188.00,40339.30,40805.90,46998.790,1917140723.26188,468939,24581.095,1003025005.48126
1647442800000,40805.90,40881.70,40511.60,40609.00,12991.270,528468758.72092,142461,6117.359,248898526.27135
1647446400000,40609.00,40771.70,40000.10,40293.70,30230.920,1219263609.28963,282607,13526.255,545687467.84618
1647450000000,40293.70,40704.10,40057.00,40417.90,23131.369,933522519.81566,226283,12064.688,486985453.30773
1647453600000,40417.80,40575.00,39270.00,39915.90,87248.594,3477373081.87866,789673,43240.847,1724537326.58527
1647457200000,39915.90,40951.40,39800.00,40868.30,46638.088,1889172462.36768,387470,25072.769,1015655312.01798
1647460800000,40868.40,41473.60,40750.00,41227.60,28794.852,1185888791.10505,283890,14761.112,607868852.53029
1647464400000,41227.70,41388.80,40912.00,41085.30,13958.614,574249355.04421,145722,6608.628,271919975.97351
1647468000000,41085.30,41213.10,40848.60,40870.10,7778.653,318922568.89947,83813,3455.217,141702844.71188
1647471600000,40870.10,41197.50,40766.00,41105.80,9756.152,400277826.12184,97181,5465.688,224265755.32579
1647475200000,41105.90,41155.00,40850.00,41012.10,7761.053,318158310.11738,85322,3771.275,154622790.29662
1647478800000,41012.00,41313.90,40807.30,41205.60,10186.250,418058646.67048,107416,5571.972,228721035.38251
1647482400000,41205.50,41389.00,40911.00,41104.40,9669.192,397479949.40029,108795,4648.474,191128187.75645
1647486000000,41104.30,41150.00,40950.40,40999.00,5492.689,225441031.34433,64197,2476.239,101650774.25025
1647489600000,40999.00,41392.20,40875.00,41329.10,11672.363,480120851.55375,98499,6398.915,263254839.66902
1647493200000,41328.40,41498.40,40986.10,41052.20,13653.193,562059768.27560,117019,6449.560,265523655.04188
1647496800000,41052.20,41100.00,40569.90,40755.20,13811.688,564011940.98504,138683,5927.193,242068226.86934
1647500400000,40755.20,40917.80,40540.10,40720.60,15567.813,633941048.26206,153207,7687.739,313134203.22177
1647504000000,40720.60,40900.00,40670.10,40812.10,8077.728,329696430.87532,83527,4713.871,192408906.81444
1647507600000,40812.20,40893.30,40691.80,40823.10,6282.070,256302442.05131,76094,3091.041,126129106.90327
1647511200000,40823.10,40851.70,40442.80,40719.90,14917.683,606613946.74002,147483,7027.455,285875679.89962
1647514800000,40719.80,40813.90,40625.40,40743.40,6947.205,282796138.68084,72542,3143.390,127975435.89677
1647518400000,40743.40,41250.00,40700.00,41035.00,25445.367,1042955155.75883,234583,13261.614,543576371.94979
1647522000000,41035.10,41178.00,40810.00,41112.10,15317.497,627655425.12805,144485,7961.434,326287746.27570
1647525600000,41112.00,41163.20,40729.70,40819.90,13014.710,532950977.76532,132162,5767.769,236207669.86143
1647529200000,40820.00,41026.70,40725.20,40788.00,13346.720,545379577.81760,126470,5915.022,241762325.43987
1647532800000,40788.30,40887.60,40585.60,40797.20,12402.354,505538137.43557,118610,5779.789,235676433.68547
1647536400000,40797.20,40838.00,40530.00,40765.80,10091.457,410767349.20652,93048,4734.680,192771109.20214
1647540000000,40765.80,40869.00,40730.80,40792.20,4883.147,199221889.55110,49594,2413.231,98463274.85657
1647543600000,40792.30,40866.60,40731.40,40859.20,5432.133,221667332.21722,56331,2802.495,114361813.21630
1647547200000,40859.30,40871.30,40618.60,40688.40,5491.435,223569616.59558,66021,2463.720,100310381.85029
1647550800000,40688.40,40986.00,40659.60,40983.30,5602.893,228682548.03910,61547,3174.745,129596799.87257
1647554400000,40983.20,41071.50,40844.00,40965.10,5510.660,225545731.56218,66560,2744.305,112342998.05439
1647558000000,40965.10,40982.50,40866.00,40898.10,3411.494,139589473.80667,43992,1512.890,61900382.09784
1647561600000,40898.00,40914.00,40170.10,40310.10,17872.681,725208636.61591,153021,7266.492,295102423.98284
1647565200000,40310.10,40530.00,40233.20,40519.90,10136.327,409760928.60192,103939,5871.577,237390187.59326
1647568800000,40520.00,40627.20,40406.90,40497.60,5336.412,216151145.71944,57792,2668.804,108123317.74826
1647572400000,40497.70,40567.60,40428.00,40500.60,3992.923,161675302.02900,46226,1901.946,77020380.29868
1647576000000,40500.50,40616.80,40411.00,40591.80,5132.712,207986582.50935,52053,3026.974,122663023.95841
1647579600000,40591.80,40900.00,40591.80,40734.50,11697.150,476715243.13165,105159,6216.046,253359254.98670
1647583200000,40734.40,40819.20,40689.70,40724.70,3797.392,154760524.24933,46343,1904.099,77606235.18422
1647586800000,40724.80,40775.00,40537.70,40560.70,6426.920,261246033.35750,66288,3056.349,124255586.88620
1647590400000,40562.10,40750.00,40444.70,40594.00,11637.396,472612303.47026,110992,5982.572,242996945.01212
1647594000000,40594.00,40618.80,40422.60,40499.30,7483.372,303262636.38132,72218,3775.765,153025468.36116
1647597600000,40498.90,40632.50,40311.00,40363.50,9722.829,393672042.66693,86090,4513.016,182793506.54460
1647601200000,40363.40,40432.90,40084.20,40380.70,15251.485,614734217.12960,150484,7264.475,292909491.83303
1647604800000,40380.70,40590.30,40331.70,40437.30,9921.687,401453167.81362,91370,5071.083,205221896.01776
1647608400000,40437.20,40613.90,40265.30,40580.00,11723.987,474368763.15940,104413,6206.768,251189206.03176
1647612000000,40580.00,40796.60,40420.00,40555.00,22260.742,904454702.10505,172515,11506.066,467551637.96287
1647615600000,40555.00,41086.00,40528.70,40902.20,25294.433,1031135465.28381,214377,12975.985,529032445.71796
1647619200000,40902.20,41447.00,40874.20,41386.20,27372.971,1127248232.80796,258982,14428.980,594305311.43070
1647622800000,41386.20,41688.00,41319.80,41634.80,23368.268,969514655.13198,210880,12306.585,510736765.91851
1647626400000,41634.60,41863.50,41570.00,41679.50,14955.881,623393427.45687,148331,7621.858,317764866.41042
1647630000000,41679.50,42091.80,41619.30,42020.30,14938.409,624770443.20973,137743,8401.746,351538571.92490
1647633600000,42020.30,42322.80,41670.30,41711.10,20289.368,852582576.53736,192426,9769.808,410776400.44874
1647637200000,41711.10,41857.00,41622.00,41788.60,9060.381,378132757.08878,88801,5078.767,211982500.16962
1647640800000,41788.60,41848.00,41622.00,41689.90,5160.810,215300197.44478,58531,2563.936,106974841.48085
1647644400000,41689.90,41887.60,41681.70,41751.50,6299.907,263296425.52279,62231,3483.218,145594696.22836
1647648000000,41751.60,41988.00,41731.30,41854.00,8817.914,369157730.02022,76466,4482.038,187651081.28109
1647651600000,41854.00,41935.00,41666.00,41710.70,5620.431,234831505.56545,60961,2560.477,107001520.76343
1647655200000,41710.60,41778.80,41639.30,41757.10,4077.243,170068191.35709,44029,1832.554,76451978.17978
1647658800000,41757.00,41827.50,41500.00,41785.00,9241.719,385075602.45109,78480,4487.121,187026902.34483
1647662400000,41785.10,41938.50,41670.00,41788.10,6726.851,281190496.10455,65978,3097.901,129520432.92339
1647666000000,41788.10,41828.80,41708.10,41733.40,3378.027,141082348.35923,36825,1728.129,72176863.01874
1647669600000,41733.40,41785.70,41700.00,41754.10,2556.117,106681760.15730,27259,1421.826,59344466.67830
1647673200000,41754.10,41754.10,41519.30,41605.10,10142.953,422275215.66883,79765,4857.703,202241959.28859
1647676800000,41605.00,41739.40,41563.50,41690.10,4651.817,193768193.30893,48957,2455.702,102300398.85733
1647680400000,41690.00,41760.00,41642.70,41662.80,4455.059,185780814.62561,46472,1837.320,76627797.30026
1647684000000,41662.70,41707.70,41565.30,41679.30,4105.069,170977064.66699,39705,1881.044,78355277.16235
1647687600000,41679.30,41791.80,41630.20,41718.60,6108.960,254914893.72627,55832,3309.333,138097657.31897
1647691200000,41718.60,41848.00,41665.00,41836.30,6251.222,261120681.92633,60775,3521.773,147125982.14908
1647694800000,41836.30,41948.00,41671.10,41714.70,9742.107,407226488.22031,93356,4959.858,207373665.15772
1647698400000,41714.80,41819.90,41627.90,41800.60,6304.337,263131106.27559,68615,3162.194,132000261.43763
1647702000000,41800.60,42086.70,41734.50,41909.00,16230.088,680359555.68132,142640,8258.097,346227549.67251
1647705600000,41909.00,42150.00,41822.00,41953.10,10464.429,439152893.36867,100404,5842.167,245203947.74753
1647709200000,41953.10,41982.20,41780.00,41869.70,8662.502,362648266.63484,72529,4458.451,186665571.65264
1647712800000,41869.70,42039.10,41806.00,41991.30,5226.912,219141900.98788,52105,2589.726,108588232.50351
1647716400000,41990.50,42068.70,41891.00,42008.40,6432.437,270007306.35904,57099,2946.540,123676167.61536
1647720000000,42008.50,42446.60,41872.60,42170.10,13920.982,587363585.83591,129257,7198.130,303852787.64437
1647723600000,42170.10,42349.90,42058.60,42090.30,7364.684,311029153.77196,70228,3605.958,152299712.00754
1647727200000,42090.20,42122.70,41702.80,41927.10,15586.018,652453780.96431,136369,7167.002,300020125.29809
1647730800000,41927.10,42285.90,41881.60,42188.20,10392.076,437638060.90792,85697,5055.967,212871956.89057
1647734400000,42188.20,42269.30,41900.30,42018.00,9939.352,418287581.25007,85784,4535.454,190873744.32707
1647738000000,42018.00,42062.00,41770.10,41948.50,9807.006,410796276.44159,85527,5050.392,211559990.74999
1647741600000,41948.50,42030.40,41755.50,41792.40,7695.263,322068395.56808,58393,4376.523,183156267.51227
1647745200000,41792.40,41960.90,41790.20,41922.20,4611.935,193205834.07127,41710,2272.494,95185043.14817
1647748800000,41922.20,41957.60,41811.40,41833.60,4236.882,177422245.18727,36635,1976.487,82767447.36657
1647752400000,41833.50,41930.00,41728.80,41882.00,6846.983,286400654.44111,52458,3288.316,137573785.94376
1647756000000,41882.10,41998.00,41828.10,41874.60,4758.515,199501961.53731,44397,2538.475,106434748.97990
1647759600000,41874.60,41954.10,41763.40,41848.70,5032.161,210577035.75452,46355,2213.120,92624708.79469
1647763200000,41848.70,41928.00,41800.00,41850.10,3712.804,155461330.30431,37717,1672.907,70046661.92011
1647766800000,41850.10,41870.00,41555.00,41760.70,15754.788,657193756.27723,109406,6840.813,285386534.02472
1647770400000,41760.70,41833.00,41644.00,41753.20,8763.642,365668703.84617,70082,4294.157,179160555.81739
1647774000000,41753.10,41819.00,41575.00,41587.90,5938.369,247590403.15463,62212,2557.044,106632761.03247
1647777600000,41587.90,41688.00,41200.00,41620.00,22414.421,929989437.65484,176789,10627.166,441098711.39927
1647781200000,41619.90,41663.30,41426.90,41473.80,8871.939,368479580.56826,85625,4184.822,173830826.47946
1647784800000,41473.80,41673.90,41342.60,41416.40,13484.126,559340144.12301,114699,6123.054,254065381.18316
1647788400000,41416.40,41546.70,41222.00,41334.20,12278.080,507760181.99492,109777,6203.204,256549294.14033
1647792000000,41334.20,41490.90,41214.20,41290.40,11506.801,475839663.10525,99212,5710.104,236150024.91203
1647795600000,41290.40,41326.90,40900.00,41037.30,21401.573,879379262.58458,185217,10132.474,416401255.01365
1647799200000,41037.20,41234.80,40934.70,41220.00,10917.865,449065746.21093,98774,5862.195,241129808.22306
1647802800000,41220.00,41407.60,41137.70,41364.50,8790.399,362940160.42933,71971,4704.806,194282930.87937
1647806400000,41364.50,41666.00,41201.10,41273.20,14042.530,582471383.01166,125276,6655.771,276170120.39916
1647810000000,41273.10,41397.40,41065.00,41343.00,9676.968,399095208.30958,93102,4868.439,200812899.33794
1647813600000,41343.00,41427.90,41109.50,41426.10,8040.096,331609243.80520,71711,4734.993,195313289.30982
1647817200000,41426.20,41437.50,41142.70,41261.00,7251.631,299403173.75061,60981,3640.448,150281523.97042
1647820800000,41261.00,41419.70,41163.90,41404.90,6800.560,280835258.39226,63993,3505.353,144774594.09949
1647824400000,41404.90,41443.80,41156.00,41215.00,8499.539,350735325.12585,64490,3757.264,155014858.74745
1647828000000,41215.10,41274.40,40430.00,40785.40,30320.056,1234677808.30617,242468,13530.230,550758363.22843
1647831600000,40785.50,40967.00,40669.60,40811.30,8447.374,344717990.74988,85736,4266.500,174121193.76242
1647835200000,40811.70,40903.10,40676.94,40840.80,7754.341,316333179.02806,69052,4138.677,168861641.19034
1647838800000,40840.80,40941.30,40810.00,40918.90,6097.925,249256484.57518,57382,3472.743,141964108.10718
1647842400000,40918.90,41064.00,40738.40,40832.80,10844.093,443676029.29864,108337,5496.400,224942952.88150
1647846000000,40832.80,41129.90,40750.00,41076.40,12498.676,512303434.06183,98126,5807.511,238044332.33381
1647849600000,41076.50,41341.40,41057.20,41135.30,12327.771,507963337.64532,119892,6178.260,254600135.89465
1647853200000,41135.30,41347.30,41055.80,41308.40,9269.597,381992841.79066,87622,4771.169,196652364.36066
1647856800000,41308.30,41422.00,41236.80,41306.30,7008.354,289607760.54215,75112,3576.805,147835365.02427
1647860400000,41306.30,41481.10,41150.10,41218.70,10127.298,418167105.64056,99097,5104.800,210834615.39035
1647864000000,41218.80,41286.60,40890.90,41203.10,17416.807,715431046.52037,142088,9215.085,378600111.22622
1647867600000,41203.10,41544.40,41066.70,41085.00,22052.163,910450731.51511,193194,10927.116,451250545.78414
1647871200000,41085.00,41187.70,40727.70,41016.70,30926.820,1265274285.28624,219589,15590.575,637890474.17098
1647874800000,41015.90,41237.70,40874.90,41198.30,19957.887,820033380.09336,142670,9561.218,392853987.07858
1647878400000,41198.30,41213.90,40751.00,40768.60,18460.656,755553869.93390,148884,8905.647,364448005.86063
1647882000000,40768.50,41056.90,40730.10,41035.70,17380.088,711048403.93916,125157,8961.024,366627892.43527
1647885600000,41035.70,41149.50,40916.40,40924.30,12675.944,520170825.48115,86253,6177.706,253514925.79549
1647889200000,40924.40,41186.00,40845.00,41168.00,10102.275,414177329.40856,84888,5439.271,223010514.56706
1647892800000,41168.10,41276.30,41099.50,41104.30,9051.888,372652813.83320,65273,4458.731,183563366.99486
1647896400000,41104.20,41320.90,41039.00,41278.00,7014.703,288775055.92988,64423,4124.564,169827346.79938
1647900000000,41278.00,41350.00,41090.10,41098.10,7492.244,308993159.28277,69281,3713.981,153196140.80757
1647903600000,41098.10,41147.80,40933.00,40982.00,5869.401,240833773.20574,62113,2890.979,118625790.43645
1647907200000,40982.00,41143.00,40852.00,41106.50,8572.611,351340711.51716,73505,4145.580,169903334.47023
1647910800000,41106.50,41175.00,41004.00,41148.90,5104.260,209784456.20356,53151,2366.558,97273752.78381
1647914400000,41149.00,41999.00,41119.00,41815.90,41464.948,1729212745.50553,316823,22000.304,917284420.35924
1647918000000,41815.90,42500.00,41813.60,42230.00,26810.742,1131929047.73059,227007,15763.273,665561674.72222
1647921600000,42230.00,43517.70,42223.20,42992.40,42633.482,1830292711.20563,370184,23932.966,1027417881.40374
1647925200000,42992.40,43098.20,42810.00,42850.00,11980.312,514281127.76757,128871,5774.058,247884780.22098
1647928800000,42850.00,42872.30,41995.30,42241.50,37114.601,1571304518.51957,295132,17416.341,737379240.19881
1647932400000,42240.10,42375.00,42155.60,42197.90,11073.373,467838499.49316,111781,5325.509,225031817.11673
1647936000000,42198.00,42673.60,42063.30,42535.80,18383.225,779686485.96016,166085,9802.794,415717343.94265
1647939600000,42535.90,42587.80,42381.40,42448.00,7896.399,335406424.28406,82631,3474.242,147592461.42713
1647943200000,42448.00,42908.90,42433.80,42802.70,16319.890,697181480.76928,152247,8270.254,353289254.19486
1647946800000,42802.70,43027.90,42734.60,42977.00,14876.205,637973261.52632,147254,7831.067,335899621.33279
1647950400000,42976.90,43087.20,42755.00,42937.90,11672.977,500516552.62026,125441,5601.023,240189684.03289
1647954000000,42937.90,43049.50,42644.90,42816.20,14678.179,628943465.31966,150086,7510.792,321909241.47959
1647957600000,42816.30,43188.00,42705.00,42739.50,23261.022,998713389.31243,200939,11455.049,491980833.87484
1647961200000,42739.60,42779.00,42552.00,42567.20,13884.513,592542196.37560,131383,6825.832,291342183.21081
1647964800000,42567.10,42700.80,42443.00,42506.90,12920.019,549790819.05281,116191,6473.183,275486620.78175
1647968400000,42506.80,42628.60,42468.00,42611.90,6018.975,256233729.91305,64743,2983.027,126994658.19899
1647972000000,42611.80,42623.10,42462.80,42548.40,5390.784,229303801.80157,57928,2539.416,108024613.46465
1647975600000,42548.50,42710.00,42200.00,42268.20,9637.336,409175202.20515,100915,4033.048,171359724.96892
1647979200000,42268.30,42618.00,42242.80,42566.70,8884.646,377059775.66292,94756,5051.015,214372725.21791
1647982800000,42566.70,42870.00,42550.00,42805.00,7839.270,334935505.16165,88530,4166.465,178026106.78914
1647986400000,42805.10,42812.60,42450.00,42523.10,8542.860,363794452.24224,83471,3743.065,159395738.87924
1647990000000,42523.10,42527.50,42224.30,42349.80,9337.045,395454028.50693,90137,4421.483,187262234.38071
1647993600000,42349.90,42476.40,42259.00,42386.40,6968.640,295260629.82169,71642,3519.655,149142072.79733
1647997200000,42386.40,42386.40,41842.40,42314.40,18677.501,786438890.77120,169244,8658.148,364669611.07842
1648000800000,42314.40,42518.00,42236.00,42300.90,9235.274,391394716.31311,85783,4126.409,174888942.67711
1648004400000,42300.80,42350.00,42050.00,42058.70,7724.446,325858124.49530,72623,3522.849,148631466.92733
1648008000000,42058.70,42196.20,41731.30,41933.90,16844.565,705823589.50340,141410,7739.911,324365589.57842
1648011600000,41933.90,42047.00,41760.30,42000.10,8746.221,366535152.42544,82748,4555.698,190941659.14708
1648015200000,42000.10,42238.60,41930.70,42207.10,9868.396,415472314.77549,91675,4878.393,205399299.55948
1648018800000,42207.20,42240.00,42012.00,42094.10,7311.049,307865535.46165,71490,3460.180,145718918.16744
1648022400000,42094.20,42341.20,41958.00,42208.90,11894.892,501704472.11280,113743,6176.156,260545001.60836
1648026000000,42208.90,42285.00,42010.00,42150.10,8497.589,357958826.77588,85883,3995.459,168322310.46177
1648029600000,42150.00,42276.80,42088.00,42142.00,5985.347,252459925.96727,62430,3368.189,142079033.27223
1648033200000,42141.20,42175.40,41852.00,42028.80,11610.933,487493692.23859,110029,5192.072,218002532.36903
1648036800000,42028.70,42435.00,41860.90,42335.90,18535.780,781517960.00707,160042,10427.081,439703543.35001
1648040400000,42335.90,42432.00,41956.00,42011.70,18466.449,778456679.76688,166258,8322.727,350819732.21251
1648044000000,42011.70,42415.50,41951.00,42364.00,14345.970,605346002.54904,141967,7539.535,318208314.72699
1648047600000,42364.00,42724.00,42274.10,42588.70,23173.276,984911290.62347,214262,11599.275,493097098.24811
1648051200000,42588.70,42754.80,42450.30,42561.50,15386.815,655183859.24684,142512,7429.056,316379005.60881
1648054800000,42561.50,42585.00,42040.00,42149.00,17548.466,742021147.03483,154433,8435.953,356707472.73575
1648058400000,42149.00,42206.60,42025.00,42069.40,10390.566,437534677.01547,98180,5177.614,218052838.16056
1648062000000,42069.10,42361.80,42050.00,42192.80,8763.030,370113948.16657,79134,4172.870,176236479.15827
1648065600000,42192.90,42392.20,42160.50,42332.40,5434.035,229808220.70811,56236,2857.546,120847972.51677
1648069200000,42330.30,42399.80,42221.60,42358.30,3940.179,166713376.55348,45996,1998.772,84575004.04564
1648072800000,42358.30,42548.00,42299.40,42461.10,6005.063,254847553.24525,66719,3127.262,132728632.55905
1648076400000,42462.50,43051.00,42380.00,42867.90,17277.258,738094283.54475,159419,10006.270,427513384.73290
1648080000000,42867.80,43296.00,42739.20,43030.10,23394.935,1006059773.77604,219569,11881.597,511126099.92889
1648083600000,43030.20,43078.60,42678.20,42809.50,12786.381,548043893.17748,126373,6147.045,263483638.50415
1648087200000,42809.50,42945.00,42622.20,42925.90,7585.086,324527456.77499,77836,3885.294,166259766.55511
1648090800000,42926.00,42945.00,42655.00,42696.40,6712.530,287306651.16328,71242,2799.481,119824788.81670
1648094400000,42696.30,42930.40,42696.30,42873.90,6778.464,290331575.49592,62727,3538.794,151574168.09652
1648098000000,42874.00,43037.40,42750.00,42986.60,7823.813,335500352.14855,82549,3900.968,167321854.37453
1648101600000,42986.60,43500.00,42954.80,43184.00,22672.228,978704693.65380,206384,11984.139,517454322.37576
1648105200000,43186.50,43213.00,42861.00,43061.00,12851.146,553074965.87440,114491,5891.264,253544504.91911
1648108800000,43060.90,43152.50,42950.00,43019.10,8542.535,367674396.44499,81806,4250.643,182953667.28440
1648112400000,43019.10,43206.70,42800.00,43004.10,16932.492,728235719.39643,152025,8171.921,351566451.53777
1648116000000,43004.20,43089.30,42890.50,42981.60,6416.996,275815360.09028,70732,3261.315,140187778.44227
1648119600000,42981.70,43063.80,42847.60,42949.50,7681.146,329939398.01640,73717,3727.741,160147396.65309
1648123200000,42949.50,43062.00,42721.00,42799.50,12286.596,526824467.94370,118744,6141.021,263349367.12687
1648126800000,42799.50,43050.00,42525.00,42968.90,19985.521,856308340.29985,175034,10194.187,436894947.68322
1648130400000,42968.40,43665.00,42866.20,43564.80,28364.247,1226680852.67163,255063,15520.166,671495464.55027
1648134000000,43562.00,44020.00,43450.00,43967.00,52565.129,2300243206.90867,424535,27581.941,1207322900.83201
1648137600000,43970.70,44188.00,43820.00,43974.80,24243.120,1065619355.75314,233223,12574.005,552853686.22210
1648141200000,43974.70,44200.00,43777.00,43790.50,15437.621,679477461.18413,160102,7445.090,327774291.98611
1648144800000,43790.50,43980.00,43741.80,43972.20,9128.608,400373406.23531,101303,5109.444,224103514.08507
1648148400000,43971.90,44050.00,43866.60,43891.10,6989.619,307271212.48496,79536,3343.321,146990471.95471
1648152000000,43891.00,43935.90,43800.00,43849.00,5259.315,230680689.84687,61211,2810.777,123294781.90014
1648155600000,43849.00,44034.30,43782.30,44002.70,6398.596,280924580.09200,64296,3596.042,157897066.66238
1648159200000,44002.60,44087.50,43868.70,43926.80,5699.405,250616672.54068,60962,2625.389,115463579.35562
1648162800000,43926.80,43986.00,43850.00,43973.40,4904.528,215425720.84824,54333,2635.339,115766120.38612
1648166400000,43973.20,43999.00,43831.40,43951.30,5781.511,253863192.36645,62842,2926.476,128515174.14304
1648170000000,43952.60,44444.00,43915.10,44106.80,19379.135,855829530.55619,174099,10714.790,473346809.19207
1648173600000,44106.70,44140.00,43857.70,43929.20,10103.733,444126035.05955,95123,4857.765,213533278.65060
1648177200000,43929.20,43981.20,43843.30,43961.80,4458.438,195800782.28336,51141,2344.695,102980948.92114
1648180800000,43961.80,44082.70,43885.00,44082.60,5595.321,246072356.62753,60416,3046.393,133998856.58506
1648184400000,44082.70,44089.50,43961.80,44047.20,5013.669,220787919.13192,55973,2263.721,99693441.25552
1648188000000,44047.20,44195.00,43946.00,44083.60,8877.825,391359783.63641,87374,4615.294,203480628.91970
1648191600000,44083.60,44178.00,43880.00,43902.40,10103.066,444750452.33936,98111,4756.188,209408137.13009
1648195200000,43902.40,44071.00,43575.10,43992.90,24145.958,1058324968.08954,212025,12146.270,532467909.62983
1648198800000,43995.90,44148.90,43900.00,44095.20,9432.541,415280892.03678,87740,5019.638,221011392.44678
1648202400000,44095.20,44328.30,44034.00,44205.50,9674.851,427181543.73837,100280,5304.164,234272640.44481
1648206000000,44205.60,44644.00,44171.30,44554.50,27765.086,1233441506.01079,246482,14963.165,664856842.95425
1648209600000,44554.50,44900.00,44412.20,44808.90,27110.719,1211384008.87676,247349,14846.608,663559520.01906
